Rater,Film,Year,Win,Genres
SAG,Bohemian Rhapsody,2018,-1,
SAG,Crazy Rich Asians,2018,-1,Comedy
SAG,A Star Is Born,2018,-1,Drama
CC,Sense and Sensibility,1995,1,Drama
CC,Fargo,1996,1,Comedy
CC,L.A. Confidential,1997,1,Crime
CC,Saving Private Ryan,1998,1,Action
CC,American Beauty,1999,1,Drama
CC,Gladiator,2000,1,Action
CC,A Beautiful Mind,2001,1,
CC,Chicago,2002,1,Comedy
CC,The Lord of the Rings: The Return of the King,2003,1,
CC,Sideways,2004,1,Comedy
CC,Brokeback Mountain,2005,1,Drama
CC,The Departed,2006,1,
CC,No Country for Old Men,2007,1,Crime
CC,Slumdog Millionaire,2008,1,Crime
CC,The Hurt Locker,2009,1,
CC,The Social Network,2010,1,
CC,The Artist,2011,1,Comedy
CC,Argo,2012,1,Drama
CC,12 Years a Slave,2013,1,Drama
CC,Boyhood,2014,1,Drama
CC,Spotlight,2015,1,Thriller
CC,Moonlight,2016,1,Drama
CC,The Shape of Water,2017,1,Adventure
CC,Roma,2018,1,Drama
CC,Big Night,1996,-1,Comedy
CC,The Crucible,1996,-1,
CC,The English Patient,1996,-1,
CC,Evita,1996,-1,Drama
CC,Hamlet,1996,-1,Crime
CC,Jerry Maguire,1996,-1,Drama
CC,Lone Star,1996,-1,Drama
CC,The People vs. Larry Flynt,1996,-1,
CC,Shine,1996,-1,Drama
CC,Amistad,1997,-1,Drama
CC,As Good as It Gets,1997,-1,Comedy
CC,Boogie Nights,1997,-1,Drama
CC,Donnie Brasco,1997,-1,Crime
CC,Good Will Hunting,1997,-1,Drama
CC,The Full Monty,1997,-1,
CC,Titanic,1997,-1,Drama
CC,Wag the Dog,1997,-1,Comedy
CC,The Wings of the Dove,1997,-1,
CC,Elizabeth,1998,-1,Drama
CC,Gods and Monsters,1998,-1,Drama
CC,Life Is Beautiful,1998,-1,Comedy
CC,Out of Sight,1998,-1,Comedy
CC,Pleasantville,1998,-1,Comedy
CC,Shakespeare in Love,1998,-1,Comedy
CC,A Simple Plan,1998,-1,
CC,The Thin Red Line,1998,-1,War
CC,The Truman Show,1998,-1,
CC,Being John Malkovich,1999,-1,Comedy
CC,The Cider House Rules,1999,-1,
CC,The Green Mile,1999,-1,
CC,The Insider,1999,-1,
CC,Magnolia,1999,-1,Drama
CC,Man on the Moon,1999,-1,Comedy
CC,The Sixth Sense,1999,-1,
CC,The Talented Mr. Ripley,1999,-1,
CC,Three Kings,1999,-1,Action
CC,Almost Famous,2000,-1,Drama
CC,Billy Elliot,2000,-1,Drama
CC,Cast Away,2000,-1,Drama
CC,"Crouching Tiger, Hidden Dragon",2000,-1,Action
CC,Erin Brockovich,2000,-1,Drama
CC,Quills,2000,-1,Drama
CC,Thirteen Days,2000,-1,Drama
CC,Traffic,2000,-1,Crime
CC,Wonder Boys,2000,-1,Comedy
CC,You Can Count On Me,2000,-1,
CC,Ali,2001,-1,Drama
CC,In the Bedroom,2001,-1,Drama
CC,The Lord of the Rings: The Fellowship of the Ring,2001,-1,
CC,The Man Who Wasn't There,2001,-1,Action
CC,Memento,2001,-1,Mystery
CC,Moulin Rouge!,2001,-1,
CC,Mulholland Drive,2001,-1,Crime
CC,The Shipping News,2001,-1,
CC,Shrek,2001,-1,Adventure
CC,About Schmidt,2002,-1,Comedy
CC,Adaptation,2002,-1,Comedy
CC,Catch Me If You Can,2002,-1,Crime
CC,Far from Heaven,2002,-1,Drama
CC,Gangs of New York,2002,-1,Crime
CC,The Hours,2002,-1,
CC,The Lord of the Rings: The Two Towers,2002,-1,
CC,The Pianist,2002,-1,
CC,Road to Perdition,2002,-1,Crime
CC,Big Fish,2003,-1,Drama
CC,Cold Mountain,2003,-1,Drama
CC,Finding Nemo,2003,-1,Adventure
CC,In America,2003,-1,Drama
CC,The Last Samurai,2003,-1,
CC,Lost in Translation,2003,-1,Comedy
CC,Master and Commander: The Far Side of the World,2003,-1,Adventure
CC,Mystic River,2003,-1,Crime
CC,Seabiscuit,2003,-1,Drama
CC,The Aviator,2004,-1,
CC,Collateral,2004,-1,Action
CC,Eternal Sunshine of the Spotless Mind,2004,-1,Drama
CC,Finding Neverland,2004,-1,Drama
CC,Hotel Rwanda,2004,-1,Drama
CC,Kinsey,2004,-1,Drama
CC,Million Dollar Baby,2004,-1,Drama
CC,The Phantom of the Opera,2004,-1,Drama
CC,Ray,2004,-1,Drama
CC,Capote,2005,-1,Crime
CC,Cinderella Man,2005,-1,Drama
CC,The Constant Gardener,2005,-1,
CC,Crash,2005,-1,Drama
CC,"Good Night, and Good Luck",2005,-1,
CC,King Kong,2005,-1,Action
CC,Memoirs of a Geisha,2005,-1,Drama
CC,Munich,2005,-1,Action
CC,Walk the Line,2005,-1,Drama
CC,Babel,2006,-1,Drama
CC,Blood Diamond,2006,-1,Action
CC,Dreamgirls,2006,-1,Drama
CC,Letters from Iwo Jima,2006,-1,Drama
CC,Little Children,2006,-1,Drama
CC,Little Miss Sunshine,2006,-1,Adventure
CC,Notes on a Scandal,2006,-1,Drama
CC,The Queen,2006,-1,Drama
CC,United 93,2006,-1,Crime
CC,American Gangster,2007,-1,Crime
CC,Atonement,2007,-1,Drama
CC,The Diving Bell and the Butterfly,2007,-1,
CC,Into the Wild,2007,-1,Action
CC,Juno,2007,-1,Comedy
CC,The Kite Runner,2007,-1,
CC,Michael Clayton,2007,-1,Drama
CC,Sweeney Todd: The Demon Barber of Fleet Street,2007,-1,Drama
CC,There Will Be Blood,2007,-1,Drama
CC,Changeling,2008,-1,Crime
CC,The Curious Case of Benjamin Button,2008,-1,
CC,The Dark Knight,2008,-1,Action
CC,Doubt,2008,-1,Drama
CC,Frost/Nixon,2008,-1,Drama
CC,Milk,2008,-1,Drama
CC,The Reader,2008,-1,Comedy
CC,WALL-E,2008,-1,
CC,The Wrestler,2008,-1,
CC,Avatar,2009,-1,Action
CC,An Education,2009,-1,
CC,Inglourious Basterds,2009,-1,Action
CC,Invictus,2009,-1,Drama
CC,Nine,2009,-1,Drama
CC,Precious,2009,-1,Drama
CC,A Serious Man,2009,-1,
CC,Up,2009,-1,Adventure
CC,Up in the Air,2009,-1,Drama
CC,127 Hours,2010,-1,Adventure
CC,Black Swan,2010,-1,Drama
CC,The Fighter,2010,-1,
CC,Inception,2010,-1,Action
CC,The King's Speech,2010,-1,
CC,The Town,2010,-1,
CC,Toy Story 3,2010,-1,Adventure
CC,True Grit,2010,-1,Adventure
CC,Winter's Bone,2010,-1,Drama
CC,The Descendants,2011,-1,
CC,Drive,2011,-1,Crime
CC,Extremely Loud & Incredibly Close,2011,-1,
CC,The Help,2011,-1,
CC,Hugo,2011,-1,Children
CC,Midnight in Paris,2011,-1,Comedy
CC,Moneyball,2011,-1,Drama
CC,The Tree of Life,2011,-1,
CC,War Horse,2011,-1,Drama
CC,Beasts of the Southern Wild,2012,-1,Drama
CC,Django Unchained,2012,-1,Action
CC,Les Misérables,2012,-1,(no genres listed)
CC,Life of Pi,2012,-1,Adventure
CC,Lincoln,2012,-1,Drama
CC,The Master,2012,-1,Action
CC,Moonrise Kingdom,2012,-1,Comedy
CC,Silver Linings Playbook,2012,-1,Comedy
CC,Zero Dark Thirty,2012,-1,Action
CC,American Hustle,2013,-1,Crime
CC,Captain Phillips,2013,-1,Adventure
CC,Dallas Buyers Club,2013,-1,Drama
CC,Gravity,2013,-1,Crime
CC,Her,2013,-1,Drama
CC,Inside Llewyn Davis,2013,-1,Drama
CC,Nebraska,2013,-1,Adventure
CC,Saving Mr. Banks,2013,-1,Comedy
CC,The Wolf of Wall Street,2013,-1,
CC,Birdman,2014,-1,
CC,Gone Girl,2014,-1,Drama
CC,The Grand Budapest Hotel,2014,-1,
CC,The Imitation Game,2014,-1,Drama
CC,Nightcrawler,2014,-1,Crime
CC,Selma,2014,-1,Drama
CC,The Theory of Everything,2014,-1,Drama
CC,Unbroken,2014,-1,Drama
CC,Whiplash,2014,-1,Drama
CC,The Big Short,2015,-1,
CC,Bridge of Spies,2015,-1,Drama
CC,Brooklyn,2015,-1,Drama
CC,Carol,2015,-1,Drama
CC,Mad Max: Fury Road,2015,-1,Action
CC,The Martian,2015,-1,Adventure
CC,The Revenant,2015,-1,Adventure
CC,Room,2015,-1,Drama
CC,Sicario,2015,-1,Crime
CC,Star Wars: The Force Awakens,2015,-1,
CC,Arrival,2016,-1,Sci-Fi
CC,Fences,2016,-1,Drama
CC,Hacksaw Ridge,2016,-1,Drama
CC,Hell or High Water,2016,-1,Crime
CC,La La Land,2016,-1,Comedy
CC,Lion,2016,-1,Drama
CC,Loving,2016,-1,Comedy
CC,Manchester by the Sea,2016,-1,Drama
CC,Sully,2016,-1,Drama
CC,The Big Sick,2017,-1,Comedy
CC,Call Me by Your Name,2017,-1,Drama
CC,Darkest Hour,2017,-1,Drama
CC,Dunkirk,2017,-1,War
CC,The Florida Project,2017,-1,Drama
CC,Get Out,2017,-1,Horror
CC,Lady Bird,2017,-1,Comedy
CC,The Post,2017,-1,Drama
CC,"Three Billboards Outside Ebbing, Missouri",2017,-1,Crime
CC,BlacKkKlansman,2018,-1,Comedy
CC,Black Panther,2018,-1,Action
CC,The Favourite,2018,-1,Drama
CC,First Man,2018,-1,
CC,Green Book,2018,-1,
CC,If Beale Street Could Talk,2018,-1,Drama
CC,Mary Poppins Returns,2018,-1,
CC,A Star Is Born,2018,-1,Drama
CC,Vice,2018,-1,Crime
